User_Id,Predicted_Final_Reputation
User_01,0.4689721
User_02,0.4689721
User_03,0.4689721
User_04,0.4689721
User_05,0.46890187
User_06,0.4689721
User_07,0.4689721
User_08,0.46890187
User_09,0.46890187
User_10,0.4689721
User_100,0.4689721
User_11,0.46890187
User_12,0.4689721
User_13,0.4689721
User_14,0.4689721
User_15,0.4689721
User_16,0.46890187
User_17,0.4689721
User_18,0.4689721
User_19,0.4689721
User_20,0.46890187
User_21,0.4689721
User_22,0.46890187
User_23,0.4689721
User_24,0.4689721
User_25,0.4689721
User_26,0.46897206
User_27,0.46890187
User_28,0.4689721
User_29,0.4689721
User_30,0.46896422
User_31,0.46890187
User_32,0.46890187
User_33,0.46890187
User_34,0.46890187
User_35,0.4689721
User_36,0.46899587
User_37,0.46890187
User_38,0.46890187
User_39,0.46890187
User_40,0.4689721
User_41,0.46890187
User_42,0.4689721
User_43,0.46890187
User_44,0.4689721
User_45,0.46893698
User_46,0.4688781
User_47,0.46890187
User_48,0.4689721
User_49,0.4689721
User_50,0.4689721
User_51,0.46890187
User_52,0.46890187
User_53,0.4689721
User_54,0.4689721
User_55,0.46899587
User_56,0.46890187
User_57,0.4689721
User_58,0.4689721
User_59,0.4689721
User_60,0.46890187
User_61,0.4689721
User_62,0.4689721
User_63,0.46898395
User_64,0.4689721
User_65,0.468948
User_66,0.4689721
User_67,0.4689721
User_68,0.4689721
User_69,0.46899587
User_70,0.4689721
User_71,0.4689721
User_72,0.46893698
User_73,0.46890187
User_74,0.4689721
User_75,0.4689721
User_76,0.4689721
User_77,0.4689721
User_78,0.46890187
User_79,0.46890187
User_80,0.4689721
User_81,0.46890187
User_82,0.46890187
User_83,0.4688781
User_84,0.46890187
User_85,0.4689721
User_86,0.4689721
User_87,0.46899587
User_88,0.46890187
User_89,0.46897206
User_90,0.46890187
User_91,0.46890187
User_92,0.4689721
User_93,0.4689721
User_94,0.4689721
User_95,0.4689721
User_96,0.4689721
User_97,0.46877122
User_98,0.4689721
User_99,0.4689721
