User_Id,Timestamp,User_Reputation,User_Experience,User_Activity,University_Area,Violation_Type,Road_Type,Road_Accident,Speed_Limit,Internet_Connection,Internet_Signal_Strength,Battery_Percentage,Accelerometer_Range,Accelerometer_Resolution,Latitude,Longitude,True_Class
User_53,2025-01-01 00:10:23,0.313,0.0996,Driving,Koila,Speeding,6way,1.0,60,WiFi,-57,3.0,-6.0,0.044,40.32274052888873,21.791877904810818,Intentional
User_65,2025-01-01 03:13:53,0.448,0.0761,Driving,Spinari,Reckless_Driving,2way,2.0,80,WiFi,-75,45.0,-14.0,0.0055715476089871,40.280029917117794,21.751558916805752,Intentional
User_100,2025-01-01 06:46:48,0.46,0.254,Swimming,Ligeris,Reckless_Driving,2way,0.0,30,119,-104,69.0,-4.0,0.0059945296513388,40.30599204584828,21.80847920464283,Intentional
User_29,2025-01-01 10:31:34,0.415,0.1654,Flying,Ligeris,Reckless_Driving,2way,1.0,30,5G,-79,68.0,4.0,0.042,40.306230115631266,21.80740948795033,Intentional
User_88,2025-01-01 11:19:39,0.471,0.1267,Swimming,Ligeris,Driving_Under_Influence,1way,0.0,50,WiFi,-59,70.0,5.0,0.005653142335994,40.30594584377501,21.807502499593724,Intentional
User_03,2025-01-01 13:48:29,0.568,0.0304,Running,Spinari,Reckless_Driving,1way,0.0,20,WiFi,-79,94.0,6.0,0.0014375589913863,40.30528681516377,21.791256784153244,Intentional
User_70,2025-01-01 15:14:03,0.601,0.0949,Walking,Spinari,Reckless_Driving,2way,3.0,30,3G,-110,95.0,-19.0,0.0024152943000427,40.279282697965634,21.75510849569114,Intentional
User_69,2025-01-01 16:24:01,0.34,0.3601,Walking,Spinari,Reckless_Driving,4way,1.0,60,5G,-103,62.0,4.0,0.009683691528496,40.32184888762569,21.791272471896303,Intentional
User_50,2025-01-01 18:57:53,0.398,0.2336,Swimming,Ligeris,Driving_Under_Influence,1way,0.0,20,5G,-84,72.0,10.0,0.0022198435113365,40.3063987302838,21.807776321569847,Intentional
User_84,2025-01-01 23:53:14,0.527,0.0747,Flying,Zep,Driving_Under_Influence,4way,1.0,80,4G,-80,27.0,0.0,0.0047837134510808,40.27913764765052,21.754931361394178,Intentional
User_27,2025-01-02 01:29:32,0.535,0.2541,Driving,Zep,Speeding,5way,1.0,130,3G,-84,51.0,11.0,0.0011973166325485,40.27862048258845,21.753679569132057,Intentional
User_20,2025-01-02 08:38:01,0.334,0.3241,Swimming,Ligeris,Reckless_Driving,2way,0.0,30,WiFi,-86,88.0,-2.0,0.0051254344012638,40.30629723322413,21.807146346603385,Intentional
User_84,2025-01-02 09:36:53,0.527,0.0767,Running,Center,Reckless_Driving,2way,1.0,10,4G,-120,2.0,12.0,0.0073574436429819,42.616341,21.751447718146423,Intentional
User_06,2025-01-02 10:15:31,0.584,0.3715,Walking,Koila,Speeding,5way,0.0,40,3G,-76,19.0,-10.0,0.0066322710220538,40.306230115631266,23.05138,Intentional
User_25,2025-01-02 10:57:19,0.408,0.1388,Running,Koila,Speeding,5way,1.0,40,4G,-106,80.0,3.0,0.0077053996155979,40.322451188684354,21.78969590671409,Intentional
User_92,2025-01-02 15:28:44,0.694,0.1792,Swimming,Zep,Reckless_Driving,2way,1.0,10,4G,Ethernet,31.0,-10.0,0.0080028670288902,40.27880230748841,21.753104444676584,Intentional
User_58,2025-01-02 21:51:25,0.465,0.037,Running,Spinari,Driving_Under_Influence,2way,0.0,10,WiFi,-82,22.0,13.0,0.0065084293296363,40.30563379571157,21.808300634626352,Intentional
User_81,2025-01-03 07:59:12,0.376,0.2885,Flying,Ligeris,Driving_Under_Influence,2way,0.0,40,3G,-111,-45.0,-2.0,0.005653142335994,40.30660339281691,21.805398501268225,Intentional
User_24,2025-01-03 08:34:46,0.445,0.0866,Walking,Ligeris,Speeding,5way,0.0,10,WiFi,-61,22.0,24.0,0.0089640577942757,40.30667501280308,21.808485156200096,Intentional
User_35,2025-01-03 09:59:41,0.274,0.0842,Swimming,Ligeris,Reckless_Driving,2way,1.0,30,4G,-76,50.0,-5.0,0.0054362041693345,40.306125106765506,21.80696524464278,Intentional
User_11,2025-01-03 10:51:19,0.602,0.321,Walking,Koila,Driving_Under_Influence,5way,0.0,20,4G,-96,6.0,-8.0,0.007679995113805,40.32152265138683,21.791104889655184,Intentional
User_31,2025-01-03 13:43:07,0.56,0.3574,Running,Spinari,Speeding,4way,1.0,20,5G,-78,60.0,8.0,0.0018577150267823,40.30618475258382,21.80792721119126,Intentional
