User_Id,Timestamp,User_Reputation,User_Experience,User_Activity,University_Area,Violation_Type,Road_Type,Road_Accident,Speed_Limit,Internet_Connection,Internet_Signal_Strength,Battery_Percentage,Accelerometer_Range,Accelerometer_Resolution,Latitude,Longitude,True_Class
User_85,2025-01-01 15:11:21,0.254,0.1273,Walking,Koila,Driving_Under_Influence,2way,3.0,20,4G,-92,61.0,-3.0,0.0042602917827552,40.27955389390511,21.753261623317535,Normal
User_91,2025-01-02 07:48:51,0.587,0.3078,Walking,Zep,Driving_Under_Influence,1way,0.0,70,3G,-88,2.0,-11.0,0.008086581569568,40.27949696139165,21.753219329583583,Normal
User_46,2025-01-03 04:58:15,0.519,0.3456,Driving,Koila,Speeding,4way,0.0,40,5G,Satellite,17.0,-4.0,0.0011029479546895,40.32226521509613,21.792348797978477,Normal
User_99,2025-01-03 09:17:42,0.465,0.2144,Walking,Ligeris,Driving_Under_Influence,4way,3.0,60,WiFi,-77,49.0,9.0,0.0022541148820081,40.306614110589535,21.806039918150148,Normal
User_61,2025-01-04 05:40:12,0.546,0.0867,Walking,Zep,Reckless_Driving,1way,160.0,60,4G,-83,92.0,4.0,0.005313347084429,40.279745088492376,21.75306278327173,Normal
User_91,2025-01-04 14:18:24,0.587,0.3118,Walking,Zep,Driving_Under_Influence,1way,0.0,60,5G,-118,97.0,-9.0,0.0078867033554178,40.27828598969813,21.752473548143648,Normal
User_66,2025-01-04 20:19:44,0.28,0.2367,Running,Zep,Driving_Under_Influence,2way,0.0,30,WiFi,-81,49.0,-10.0,0.0058832684813053,40.27903502323657,21.75414546124467,Normal
User_09,2025-01-04 20:58:15,0.307,0.3928,Driving,Koila,Speeding,1way,2.0,80,WiFi,-64,40.0,9.0,0.0037777382392813,40.32274567512656,21.79013990162696,Normal
User_26,2025-01-05 02:39:40,0.408,0.2575,Running,Ligeris,Speeding,4way,0.0,40,WiFi,-65,35.0,10.0,0.0024204428523971,40.30680196705869,21.791256784153244,Normal
User_01,2025-01-05 03:30:24,0.619,0.2808,Walking,Koila,Reckless_Driving,2way,0.0,50,4G,-86,50.0,14.0,0.0071138584089582,40.32140821821778,21.789593985520764,Normal
User_80,2025-01-05 17:12:20,0.704,0.1697,Walking,Zep,Driving_Under_Influence,1way,0.0,70,5G,-90,70.0,-7.0,0.005653142335994,40.279434504580735,21.753153157051344,Normal
User_77,2025-01-06 00:11:10,0.428,0.0275,Running,Ligeris,Driving_Under_Influence,1way,0.0,60,WiFi,-78,20.0,16.0,0.005653142335994,40.306566566273474,21.80764981373652,Normal
User_62,2025-01-06 08:58:50,0.366,0.1192,Running,Zep,Driving_Under_Influence,1way,0.0,50,5G,-89,55.0,14.0,0.0084700902815168,40.279346662696675,21.75300073723258,Normal
User_12,2025-01-07 01:27:01,0.67,0.3642,Driving,Ligeris,Reckless_Driving,2way,1.0,40,4G,-80,85.0,-3.0,0.0038185887369573,40.306230115631266,21.80953077575376,Normal
User_94,2025-01-07 03:35:32,0.681,0.112,Walking,Koila,Driving_Under_Influence,4way,0.0,20,5G,-103,98.0,11.0,0.0054236965515467,40.32098607151536,21.791808333080233,Normal
User_01,2025-01-07 09:36:00,0.619,0.2848,Driving,Ligeris,Speeding,1way,2.0,80,3G,-116,86.0,8.0,0.0078259896416457,40.30678643919212,21.808496767964797,Normal
User_14,2025-01-07 10:18:19,0.393,0.2194,Walking,Zep,Driving_Under_Influence,2way,0.0,30,3G,-118,42.0,7.0,0.003496216191437,40.27966661119477,21.7537243769788,Normal
User_01,2025-01-07 20:07:46,0.619,0.2858,Running,Koila,Reckless_Driving,1way,1.0,50,5G,-79,70.0,4.0,0.0073617645158806,38.141476,21.789844496709623,Normal
User_72,2025-01-08 01:22:40,0.567,0.0555,Walking,Zep,Driving_Under_Influence,2way,0.0,30,WiFi,-65,24.0,-1.0,0.0034705291645533,40.2795741756589,21.75158141596577,Normal
User_54,2025-01-08 14:07:00,0.327,0.2889,Driving,Ligeris,Reckless_Driving,4way,1.0,70,3G,-77,56.0,-10.0,0.0051028771722001,40.30581417965404,21.80787074731651,Normal
User_29,2025-01-08 20:29:27,0.415,0.1794,Driving,Zep,Speeding,1way,1.0,10,3G,-76,39.0,-22.0,0.0016939860550281,40.277991141232675,21.753494126063185,Unintentional
User_89,2025-01-09 19:56:46,0.336,0.0301,Driving,Koila,Speeding,1way,3.0,40,5G,-120,51.0,15.0,0.0030602524986554,40.32300749783032,21.789786891822363,Normal
User_80,2025-01-10 00:36:44,0.704,0.1797,Driving,Ligeris,Reckless_Driving,2way,5.0,80,4G,-98,33.0,-14.0,0.005021858337627,40.30601251481735,21.808291274387976,Normal
User_35,2025-01-11 22:19:54,0.274,0.1012,Walking,Koila,Speeding,2way,150.0,20,4G,-116,14.0,-6.0,0.0075230379690387,40.32142229658483,21.789634396875577,Normal
User_34,2025-01-12 09:44:39,0.431,0.1769,Walking,Koila,Speeding,4way,2.0,60,WiFi,-78,66.0,5.0,0.004532340838141,40.32169856416419,21.78994302858557,Normal
