User_Id,Timestamp,User_Reputation,User_Experience,User_Activity,University_Area,Violation_Type,Road_Type,Road_Accident,Speed_Limit,Internet_Connection,Internet_Signal_Strength,Battery_Percentage,Accelerometer_Range,Accelerometer_Resolution,Latitude,Longitude,True_Class
User_76,2025-01-01 15:44:20,0.251,0.1622,Running,Ligeris,Speeding,2way,0,30,5G,-110,44,3,0.001860261696579,40.305718759800975,21.80882879600748,Normal
User_92,2025-01-03 04:58:53,0.622,0.0144,Running,Zep,Speeding,2way,1,30,5G,-95,66,-21,0.0072636539502458,40.27943662502311,21.752076024717045,Unintentional
User_100,2025-01-03 09:27:15,0.718,0.345,Driving,Zep,Driving_Under_Influence,2way,1,80,WiFi,-74,92,-7,0.0026319083286588,40.27922257163295,21.753530685210432,Normal
User_19,2025-01-04 20:29:42,0.361,0.3418,Running,Koila,Reckless_Driving,2way,0,60,WiFi,-63,3,-9,0.0020260745036773,40.321129405739136,21.79261499255685,Normal
User_39,2025-01-05 02:46:05,0.297,0.3364,Running,Koila,Driving_Under_Influence,4way,0,10,WiFi,-71,7,-2,0.0046282441760012,40.32222691969608,21.79350907020173,Normal
User_93,2025-01-05 03:41:15,0.333,0.3953,Running,Zep,Reckless_Driving,4way,0,40,3G,-79,10,16,0.0090437388194448,40.279705445173505,21.752954499174233,Normal
User_32,2025-01-07 03:41:04,0.684,0.1123,Driving,Ligeris,Speeding,4way,2,80,WiFi,-57,57,5,0.0048129148469791,40.305359966849245,21.80763510045035,Normal
User_90,2025-01-07 09:22:32,0.395,0.1238,Driving,Koila,Driving_Under_Influence,2way,1,30,WiFi,-90,67,15,0.0075466948777177,40.3222299019336,21.793148886342713,Normal
User_68,2025-01-08 21:43:44,0.402,0.2447,Driving,Ligeris,Speeding,2way,2,30,4G,-80,72,1,0.0059477004096584,40.30643778611977,21.807234891321773,Normal
User_05,2025-01-09 20:10:47,0.307,0.1567,Walking,Koila,Driving_Under_Influence,2way,0,20,3G,-76,58,4,0.0077050188111218,40.322688513724934,21.791553399736216,Normal
User_92,2025-01-10 01:46:33,0.622,0.0284,Running,Koila,Reckless_Driving,1way,0,100,3G,-88,13,12,0.0036318304747371,40.32087009813166,21.79199627425145,Normal
User_61,2025-01-12 12:54:07,0.304,0.1696,Driving,Ligeris,Reckless_Driving,2way,1,80,WiFi,-53,81,4,0.0057446488934268,40.30551853161572,21.805499042334915,Normal
User_91,2025-01-12 13:04:58,0.716,0.2343,Running,Ligeris,Speeding,1way,0,20,3G,-78,13,-16,0.0064443342317958,40.30737926112522,21.80884950507012,Normal
User_18,2025-01-13 23:22:54,0.669,0.1844,Running,Koila,Reckless_Driving,2way,0,40,4G,-82,94,11,0.0033182604870865,40.32132772590124,21.790558200545423,Normal
User_79,2025-01-14 05:13:04,0.326,0.1149,Walking,Zep,Reckless_Driving,2way,0,20,3G,-114,45,-7,0.0089399276468044,40.278742349217694,21.75284877074005,Normal
User_69,2025-01-14 10:34:59,0.667,0.1321,Running,Koila,Speeding,4way,0,30,5G,-71,31,15,0.0012217332008058,40.32308192987155,21.789421321763648,Normal
User_99,2025-01-14 21:17:01,0.622,0.1924,Running,Koila,Reckless_Driving,1way,0,60,3G,-72,1,-13,0.0089699949936346,40.32269732116776,21.792377727382156,Normal
User_56,2025-01-16 17:18:16,0.449,0.3696,Driving,Koila,Speeding,2way,0,30,3G,-79,16,14,0.0020310367710257,40.322178017426246,21.79134809282211,Normal
User_75,2025-01-18 21:50:43,0.65,0.3224,Driving,Koila,Reckless_Driving,2way,3,70,WiFi,-70,25,6,0.0023405810596312,40.32226464870076,21.791900572343724,Normal
User_84,2025-01-19 14:08:29,0.488,0.2284,Walking,Ligeris,Driving_Under_Influence,4way,4,20,WiFi,-85,54,5,0.0020798632348999,40.30753027920304,21.807442960491414,Normal
User_16,2025-01-21 08:45:14,0.455,0.3118,Walking,Koila,Reckless_Driving,2way,2,30,3G,-120,-24,8,0.0025200713520765,40.322712946638866,21.792979940343898,Normal
User_02,2025-01-22 03:33:15,0.477,0.2394,Running,Koila,Driving_Under_Influence,2way,1,30,3G,-87,61,2,0.0039956663823003,40.32236975587262,21.791132025611997,Normal
User_98,2025-01-23 01:51:29,0.734,0.191,Driving,Koila,Reckless_Driving,2way,4,60,WiFi,-52,67,-15,0.0020832595159556,40.32238730418856,21.79131748295384,Normal
User_26,2025-01-24 01:29:58,0.495,0.2943,Driving,Zep,Speeding,4way,2,50,WiFi,-54,16,13,0.0032095084446373,40.27936089384057,21.7523969871836,Normal
User_11,2025-01-25 01:41:24,0.263,0.4008,Walking,Zep,8,2way,2,20,3G,-78,48,8,0.0033420603374166,40.27943315965122,21.755379382144643,Normal
User_63,2025-01-25 21:50:09,0.549,0.4183,Driving,Zep,Reckless_Driving,2way,1,30,4G,-110,74,-13,0.0061714614864695,40.27843119918263,21.7542365245211,Normal
User_81,2025-01-26 06:26:18,0.307,0.1423,Walking,Zep,Speeding,2way,1,60,3G,-107,59,-9,0.0069946922641545,40.278791549562946,21.75503781475755,Normal
User_60,2025-01-26 08:59:34,0.669,0.1107,Running,Zep,Speeding,1way,0,70,5G,-102,62,7,0.0089635274028186,40.27862310439781,21.75320641414409,Normal
User_27,2025-01-26 12:42:06,0.33,0.256,Walking,Koila,Reckless_Driving,2way,1,40,5G,-100,20,-9,0.0071411341140391,40.321976371211235,21.792900465594805,Normal
User_06,2025-01-28 02:52:47,0.573,0.2837,Driving,Zep,Driving_Under_Influence,2way,2,60,4G,-101,97,-11,0.0083573410829855,40.28060012300904,21.754456758847088,Normal
User_47,2025-01-28 09:30:06,0.345,0.18,Walking,Ligeris,Reckless_Driving,2way,2,50,WiFi,-52,50,-4,0.0044640393417307,40.30619128295885,21.807597260745272,Normal
User_77,2025-01-28 19:23:26,0.369,0.1413,Driving,Zep,Driving_Under_Influence,2way,0,40,5G,-95,5,-1,0.0064196528905368,40.27978940491451,21.753108162445788,Normal
User_05,2025-01-29 10:41:17,0.307,0.1967,Walking,Zep,Driving_Under_Influence,2way,0,20,3G,-107,33,-15,0.0047196791122124,40.27930677558249,21.753383039565435,Normal
User_44,2025-01-29 23:59:53,0.546,0.3335,Driving,Koila,Driving_Under_Influence,1way,1,70,5G,-81,77,10,0.0089716703327888,40.322301287879405,21.791852659112266,Normal
User_43,2025-01-30 06:26:25,0.407,0.3374,Driving,Ligeris,Speeding,4way,2,30,3G,-111,92,16,0.0083625607027389,40.306287245064915,21.806362108979467,Normal
User_85,2025-01-30 08:31:36,0.653,0.2593,Walking,Zep,Speeding,4way,0,20,3G,-91,29,0,0.0076006206938829,40.278427724226184,21.75505240251594,Normal
User_66,2025-01-30 12:55:53,0.551,0.1949,Walking,Koila,Speeding,2way,1,80,WiFi,-76,43,8,0.041,40.32230052427372,21.79270799289579,Unintentional
User_13,2025-01-30 17:46:33,0.738,0.3323,Driving,Zep,Reckless_Driving,1way,1,70,4G,-111,69,-9,0.0042704193956736,40.278750302434574,21.752531367201115,Normal
User_46,2025-01-31 00:07:56,0.537,0.2909,Running,Ligeris,Reckless_Driving,4way,1,10,3G,-99,82,-8,0.0093489781260727,40.30576944991629,21.80777769387318,Normal
User_98,2025-01-31 01:10:16,0.734,0.207,Walking,Koila,Reckless_Driving,4way,0,30,3G,-100,63,0,0.0079380932895281,40.320842007793665,21.791183481340493,Normal
User_37,2025-01-31 16:04:49,0.696,0.0767,Running,Zep,Speeding,1way,0,50,WiFi,-71,19,3,0.0023580759214728,40.27836630020457,21.7526993914065,Normal
User_93,2025-01-31 21:04:13,0.333,0.4483,Running,Koila,Reckless_Driving,1way,1,40,WiFi,-74,30,4,0.0041797754308732,40.32273289181719,21.79339354492846,Normal
User_58,2025-02-01 10:09:18,0.744,0.2552,Walking,Ligeris,Reckless_Driving,2way,1,10,3G,-87,73,-13,0.0046467549977359,40.30647283938756,21.805296953286575,Normal
User_18,2025-02-04 05:28:28,0.669,0.2274,Running,Ligeris,Reckless_Driving,2way,2,60,5G,-93,1,-3,0.0059114182097914,40.305100131867874,21.807691324913307,Normal
User_04,2025-02-04 17:23:46,0.619,0.3955,Driving,Ligeris,Speeding,2way,1,30,4G,-74,90,-11,0.0095742035516331,40.307485731949384,21.80700685686548,Normal
User_40,2025-02-07 14:18:16,0.357,0.1631,Running,Koila,Driving_Under_Influence,2way,1,40,4G,-85,68,-3,0.022,40.32199695327661,21.79141593639546,Unintentional
User_34,2025-02-08 09:22:32,0.466,0.1972,Walking,Koila,Driving_Under_Influence,2way,0,90,5G,-100,19,9,0.0046719953176507,40.3203390779331,21.791469574534595,Normal
User_10,2025-02-10 13:09:20,0.35,0.3715,Walking,Zep,Reckless_Driving,2way,1,30,3G,-96,17,-14,0.0064506460597563,40.27919766729062,21.75245071671646,Normal
User_49,2025-02-11 13:41:15,0.462,0.2537,Driving,Zep,Reckless_Driving,4way,0,90,4G,-90,79,-2,0.0056680645360609,40.27825629099759,21.752589901865264,Normal
User_78,2025-02-12 11:09:31,0.615,0.294,Running,Zep,Speeding,2way,1,20,3G,-113,23,-3,0.0087326866340699,40.27935023195925,21.75316747192089,Normal
User_47,2025-02-12 20:58:28,0.345,0.211,Running,Zep,Driving_Under_Influence,2way,2,10,WiFi,-80,73,9,0.007763969754297,40.27943381624949,21.75286060828609,Normal
User_06,2025-02-13 09:55:27,0.573,0.3147,Driving,Koila,Reckless_Driving,2way,0,60,3G,-73,4,-14,0.0067622779249404,40.32346630046179,21.791807250074225,Normal
User_43,2025-02-14 19:48:43,0.407,0.3674,Driving,Ligeris,Driving_Under_Influence,2way,0,20,4G,-84,99,8,0.0048328180073977,40.306986826455365,21.80856353947684,Normal
User_44,2025-02-15 08:21:43,0.546,0.3665,Driving,Koila,Reckless_Driving,2way,4,60,WiFi,-69,57,-3,0.0071563378561838,40.32231070634285,21.79258859354748,Normal
User_35,2025-02-15 14:56:54,0.301,0.1485,Walking,Ligeris,Speeding,1way,2,30,4G,-86,63,-11,0.0073595890906686,40.30677010258748,21.80883009380323,Normal
User_53,2025-02-17 13:00:30,0.703,0.2883,Driving,Zep,Speeding,2way,0,70,5G,-91,71,-14,0.0053185584297801,40.27977463611412,21.75339964351689,Normal
User_85,2025-02-18 05:40:24,0.653,0.2973,Walking,Koila,Reckless_Driving,1way,1,40,WiFi,-54,92,-6,0.036,40.32257998483006,21.79135051474927,Unintentional
User_69,2025-02-18 15:50:40,0.667,0.2021,Running,Koila,Driving_Under_Influence,4way,0,40,WiFi,-54,44,13,0.0098154530064364,40.32226484000515,21.792474875979963,Normal
User_29,2025-02-20 18:07:39,0.603,0.4523,Driving,Ligeris,Reckless_Driving,2way,1,80,4G,-70,38,-10,0.0013352514252937,40.30746992280848,21.8084477836735,Normal
User_59,2025-02-20 19:33:15,0.521,0.2213,Driving,Ligeris,Speeding,2way,1,40,5G,-110,76,-16,0.0090460701778838,40.304924755183016,21.806881751183415,Normal
User_26,2025-02-23 05:58:33,0.495,0.3543,Walking,Ligeris,Driving_Under_Influence,2way,2,90,WiFi,-67,66,-11,0.0016485075732783,40.30680520533175,21.806550676866713,Normal
User_57,2025-02-25 05:59:59,0.592,0.3648,Walking,Koila,Speeding,2way,0,30,5G,-92,16,0,0.0085752085114775,40.32169103520285,21.78913145919711,Normal
User_24,2025-02-25 15:59:08,0.354,0.4508,Walking,Ligeris,Reckless_Driving,2way,4,40,5G,-73,12,8,0.0050152265657119,40.30638694466755,21.80950249849512,Normal
User_20,2025-02-27 02:30:47,0.625,0.5103,Running,Koila,Reckless_Driving,4way,0,40,5G,-102,23,3,0.0020018073394048,40.32326554259238,21.792490905287007,Normal
User_19,2025-02-27 18:39:29,0.361,0.4498,Walking,Koila,Speeding,2way,1,10,4G,-71,20,7,0.004278147103916,40.3221887155837,21.791462788058595,Normal
User_18,2025-03-01 13:04:13,0.669,0.2784,Walking,Zep,Reckless_Driving,1way,3,40,4G,-93,73,3,0.0061123548759071,40.278848363686635,21.751617735121744,Normal
User_75,2025-03-04 14:25:18,0.65,0.4124,Walking,Zep,Speeding,2way,1,60,WiFi,-74,98,16,0.0015206134818178,40.27917909769678,21.7531154261972,Normal
User_44,2025-03-05 03:41:39,0.546,0.4025,Driving,Koila,Driving_Under_Influence,4way,4,30,4G,-112,37,-2,0.0095598974519304,40.322780128416355,21.79215666016589,Normal
User_100,2025-03-05 19:33:06,0.718,0.467,Driving,Ligeris,Driving_Under_Influence,2way,2,30,WiFi,-51,99,-2,0.0038543622350101,40.30470386280802,21.807607803937668,Normal
User_70,2025-03-06 10:39:07,0.314,0.2991,Walking,Ligeris,Speeding,2way,0,50,WiFi,-61,96,11,0.0097225462508136,40.30605627572827,21.80772341149328,Normal
User_81,2025-03-07 14:56:17,0.307,0.2233,Walking,Koila,Speeding,2way,1,70,WiFi,-83,16,-15,0.0084998648395854,40.3237242505147,21.79211773446391,Normal
User_54,2025-03-07 17:40:40,0.482,0.5069,Driving,Center,Driving_Under_Influence,1way,0,50,4G,-116,43,11,0.0073898152421847,40.32168210066509,21.789735274430026,Intentional
User_87,2025-03-07 19:01:25,0.64,0.4375,Walking,Koila,Reckless_Driving,1way,2,60,WiFi,-50,28,-1,0.0061263740496202,40.32144069288092,21.79156677083721,Normal
User_37,2025-03-08 14:19:31,0.696,0.1487,Running,Zep,Speeding,1way,0,40,4G,-119,14,1,0.0018386815945513,40.27896904443134,21.75365807461974,Normal
User_33,2025-03-09 08:04:28,0.554,0.3403,Running,Koila,Reckless_Driving,1way,1,80,3G,-106,35,-16,0.0082871769033574,40.32216520418311,21.791316966873634,Normal
User_20,2025-03-09 17:58:17,0.625,0.5303,Walking,Ligeris,Driving_Under_Influence,4way,3,20,WiFi,-65,41,10,0.0030280816998779,40.305932030231126,21.80763964704833,Normal
User_15,2025-03-12 01:27:05,0.369,0.1818,Running,Koila,Driving_Under_Influence,4way,1,20,3G,-114,80,6,0.008897359793914,40.322309939308965,21.792647759617257,Normal
User_06,2025-03-12 15:40:48,0.573,0.3697,Walking,Ligeris,Reckless_Driving,4way,0,40,5G,-107,61,-8,0.0040723206520241,40.30565561236648,21.807864387403487,Normal
User_47,2025-03-14 08:57:28,0.345,0.271,Walking,Ligeris,Driving_Under_Influence,2way,0,70,5G,-100,63,-1,0.0063527960668736,40.30478541203003,21.808411512635676,Normal
User_46,2025-03-16 03:56:02,0.537,0.3789,Running,Ligeris,Speeding,2way,0,50,3G,-75,81,-2,0.0080972851709863,40.30736131611868,21.807762294862524,Normal
User_35,2025-03-17 14:33:12,0.301,0.2085,Walking,Koila,Driving_Under_Influence,4way,1,50,WiFi,-82,86,-16,0.0099981460409181,40.32250553457204,21.792079542995083,Normal
User_60,2025-03-17 16:27:54,0.669,0.2107,Running,Ligeris,Reckless_Driving,4way,1,70,WiFi,-79,4,-6,0.0052243608105427,40.30736907850243,21.80723554283849,Normal
User_72,2025-03-17 18:14:06,0.359,0.4688,Driving,Zep,Speeding,4way,1,40,WiFi,-56,24,8,0.024,40.280891438750245,21.75310740268233,Unintentional
User_92,2025-03-18 02:25:45,0.622,0.1624,Driving,Zep,Driving_Under_Influence,2way,0,20,4G,-89,97,6,0.0044869896496094,40.27957737910433,21.753266936725183,Normal
User_84,2025-03-18 13:07:13,0.488,0.3434,Walking,Zep,Driving_Under_Influence,4way,0,60,4G,-93,31,-5,0.0017090638992716,40.27957343181843,21.7532598165868,Normal
User_93,2025-03-18 22:54:58,0.333,0.5403,Walking,Koila,Reckless_Driving,2way,160,40,WiFi,-63,35,14,0.0088161275054912,40.32186439899698,21.79096166649552,Normal
User_84,2025-03-19 10:39:03,0.488,0.3464,Walking,Zep,Driving_Under_Influence,2way,0,70,110,-76,90,10,0.0019425050525906,40.2807885559555,21.753193247198,Normal
