User_Id,Original_Reputation,Predicted_TPOT_Raw,Predicted_FLAML_Raw,Feedback_Loop_Supervised,Processed_TPOT_Supervised,Processed_FLAML_Supervised,Feedback_Loop_Unsupervised,Processed_TPOT_Unsupervised,Processed_FLAML_Unsupervised
1,0.581,0.495785154019477,0.49651808,1.0,0.4999053301801022,0.49556074,1.0,0.4999053301801022,0.49524873
2,0.477,0.4936826643643094,0.4958708,1.0,0.4901924593379524,0.49473828,1.0,0.4901924593379524,0.495477
3,0.47,0.4936826643643094,0.49682748,1.0,0.4901924593379524,0.4952458,1.0,0.4901924593379524,0.49471205
4,0.619,0.495785154019477,0.49957192,1.0,0.4999053301801022,0.49580425,1.0,0.4999053301801022,0.49586606
5,0.307,0.495785154019477,0.49643326,1.0,0.4999053301801022,0.49538743,0.995,0.4999053301801022,0.49471205
6,0.573,0.4936826643643094,0.4970106,0.985,0.4901924593379524,0.49556074,0.995,0.4901924593379524,0.495477
7,0.47,0.4936826643643094,0.49608636,1.0,0.4901924593379524,0.49525183,1.0,0.4901924593379524,0.49586606
8,0.33,0.4947339091918932,0.49540466,0.995,0.4950488947590273,0.49506187,1.0,0.4950488947590273,0.49549544
9,0.444,0.4936826643643094,0.49702817,1.0,0.4901924593379524,0.495305,1.0,0.4901924593379524,0.49471205
10,0.35,0.495785154019477,0.49793538,1.0,0.4999053301801022,0.4955507,1.0,0.4999053301801022,0.49586606
11,0.263,0.4936826643643094,0.4969957,1.0,0.4901924593379524,0.49524805,1.0,0.4901924593379524,0.495477
12,0.74,0.495785154019477,0.4974269,1.0,0.4999053301801022,0.4956095,1.0,0.4999053301801022,0.49549544
13,0.738,0.495785154019477,0.49820125,0.995,0.4999053301801022,0.49562448,0.995,0.4999053301801022,0.4955126
14,0.533,0.495785154019477,0.49584824,1.0,0.4999053301801022,0.49464118,1.0,0.4999053301801022,0.49471205
15,0.369,0.495785154019477,0.49627563,1.0,0.4999053301801022,0.49530324,1.0,0.4999053301801022,0.49586606
16,0.455,0.4936826643643094,0.49518538,1.0,0.4901924593379524,0.49507934,1.0,0.4901924593379524,0.495477
17,0.439,0.495785154019477,0.49613547,0.99,0.4999053301801022,0.49521992,1.0,0.4999053301801022,0.4950205
18,0.669,0.495785154019477,0.49756154,1.0,0.4999053301801022,0.49588382,1.0,0.4999053301801022,0.49586606
19,0.361,0.495785154019477,0.49617228,1.0,0.4999053301801022,0.49538743,1.0,0.4999053301801022,0.4950205
20,0.625,0.495785154019477,0.49716887,1.0,0.4999053301801022,0.49635112,1.0,0.4999053301801022,0.49549544
21,0.256,0.4936826643643094,0.49656993,1.0,0.4901924593379524,0.49513006,1.0,0.4901924593379524,0.495477
22,0.656,0.495785154019477,0.49632138,1.0,0.4999053301801022,0.49466667,1.0,0.4999053301801022,0.49471205
23,0.532,0.4936826643643094,0.4966418,1.0,0.4901924593379524,0.49496454,1.0,0.4901924593379524,0.49471205
24,0.354,0.4936826643643094,0.496257,1.0,0.4901924593379524,0.49538743,1.0,0.4901924593379524,0.49512678
25,0.352,0.4936826643643094,0.4962297,1.0,0.4901924593379524,0.49466735,1.0,0.4901924593379524,0.4940362
26,0.495,0.4936826643643094,0.49625793,1.0,0.4901924593379524,0.4952782,1.0,0.4901924593379524,0.49586606
27,0.33,0.4936826643643094,0.49572456,1.0,0.4901924593379524,0.4950479,0.995,0.4901924593379524,0.49471205
28,0.311,0.495785154019477,0.49660814,1.0,0.4999053301801022,0.4952782,1.0,0.4999053301801022,0.49586606
29,0.603,0.4936826643643094,0.49775606,1.0,0.4901924593379524,0.49535963,1.0,0.4901924593379524,0.4950205
30,0.478,0.4936826643643094,0.496173,1.0,0.4901924593379524,0.49545544,1.0,0.4901924593379524,0.495477
31,0.293,0.495785154019477,0.49531972,0.99,0.4999053301801022,0.49545544,1.0,0.4999053301801022,0.4950205
32,0.684,0.495785154019477,0.4963653,1.0,0.4999053301801022,0.4948834,1.0,0.4999053301801022,0.495477
33,0.554,0.495785154019477,0.49710736,1.0,0.4999053301801022,0.49561697,1.0,0.4999053301801022,0.49586606
34,0.466,0.495785154019477,0.49561948,1.0,0.4999053301801022,0.4950479,1.0,0.4999053301801022,0.495477
35,0.301,0.495785154019477,0.49286085,1.0,0.4999053301801022,0.49464118,1.0,0.4999053301801022,0.492509
36,0.58,0.495785154019477,0.49694347,1.0,0.4999053301801022,0.49532282,1.0,0.4999053301801022,0.49586606
37,0.696,0.495785154019477,0.49664426,0.985,0.4999053301801022,0.49541742,0.995,0.4999053301801022,0.49586606
38,0.497,0.4936826643643094,0.49592817,1.0,0.4901924593379524,0.49518275,1.0,0.4901924593379524,0.49488568
39,0.297,0.495785154019477,0.4970003,1.0,0.4999053301801022,0.4955495,1.0,0.4999053301801022,0.49549544
40,0.357,0.495785154019477,0.4964187,1.0,0.4999053301801022,0.49428287,1.0,0.4999053301801022,0.49471205
41,0.642,0.495785154019477,0.4967111,1.0,0.4999053301801022,0.49545544,1.0,0.4999053301801022,0.4948192
42,0.544,0.4936826643643094,0.4952181,1.0,0.4901924593379524,0.49538743,1.0,0.4901924593379524,0.4950205
43,0.407,0.4936826643643094,0.49570906,1.0,0.4901924593379524,0.49476337,1.0,0.4901924593379524,0.49471205
44,0.546,0.4936826643643094,0.4970959,1.0,0.4901924593379524,0.49551934,1.0,0.4901924593379524,0.49471205
45,0.693,0.4936826643643094,0.4954756,1.0,0.4901924593379524,0.49457794,1.0,0.4901924593379524,0.49471205
46,0.537,0.495785154019477,0.49674278,1.0,0.4999053301801022,0.4952668,1.0,0.4999053301801022,0.495477
47,0.345,0.4936826643643094,0.4956457,1.0,0.4901924593379524,0.49476856,1.0,0.4901924593379524,0.49471205
48,0.636,0.495785154019477,0.4959594,1.0,0.4999053301801022,0.49464118,1.0,0.4999053301801022,0.49586606
49,0.462,0.495785154019477,0.49744678,1.0,0.4999053301801022,0.49529558,1.0,0.4999053301801022,0.49586606
50,0.395,0.495785154019477,0.49592277,1.0,0.4999053301801022,0.4947164,1.0,0.4999053301801022,0.49471205
51,0.574,0.4936826643643094,0.49590296,1.0,0.4901924593379524,0.4952276,0.995,0.4901924593379524,0.49471205
52,0.706,0.495785154019477,0.49663222,1.0,0.4999053301801022,0.4955495,1.0,0.4999053301801022,0.49549544
53,0.703,0.495785154019477,0.49684998,1.0,0.4999053301801022,0.49537945,1.0,0.4999053301801022,0.49586606
54,0.482,0.495785154019477,0.49697888,1.0,0.4999053301801022,0.4955563,1.0,0.4999053301801022,0.4950205
55,0.3,0.4936826643643094,0.4964671,1.0,0.4901924593379524,0.49588382,1.0,0.4901924593379524,0.49486473
56,0.449,0.4936826643643094,0.4963975,1.0,0.4901924593379524,0.49542144,0.99,0.4901924593379524,0.49471205
57,0.592,0.495785154019477,0.49769735,1.0,0.4999053301801022,0.49538743,0.995,0.4999053301801022,0.4950205
58,0.744,0.4936826643643094,0.4961785,1.0,0.4901924593379524,0.49491668,1.0,0.4901924593379524,0.495477
59,0.521,0.4936826643643094,0.4966269,1.0,0.4901924593379524,0.49507982,1.0,0.4901924593379524,0.4948485
60,0.669,0.4936826643643094,0.49660835,1.0,0.4901924593379524,0.49542862,1.0,0.4901924593379524,0.495477
61,0.304,0.495785154019477,0.49624914,0.995,0.4999053301801022,0.4950479,1.0,0.4999053301801022,0.495477
62,0.471,0.495785154019477,0.49708742,0.995,0.4999053301801022,0.49457794,1.0,0.4999053301801022,0.49509454
63,0.549,0.495785154019477,0.49786964,1.0,0.4999053301801022,0.49655363,1.0,0.4999053301801022,0.4955126
64,0.287,0.495785154019477,0.49712253,1.0,0.4999053301801022,0.49545544,1.0,0.4999053301801022,0.49586606
65,0.654,0.495785154019477,0.4962169,1.0,0.4999053301801022,0.4953224,1.0,0.4999053301801022,0.49586606
66,0.551,0.495785154019477,0.49622238,1.0,0.4999053301801022,0.4947487,1.0,0.4999053301801022,0.495477
67,0.692,0.4936826643643094,0.4977894,1.0,0.4901924593379524,0.49577475,1.0,0.4901924593379524,0.49549544
68,0.402,0.4936826643643094,0.49669164,1.0,0.4901924593379524,0.49528953,1.0,0.4901924593379524,0.49586606
69,0.667,0.4936826643643094,0.49628294,1.0,0.4901924593379524,0.4950615,1.0,0.4901924593379524,0.4939035
70,0.314,0.495785154019477,0.4960684,1.0,0.4999053301801022,0.49467877,1.0,0.4999053301801022,0.495477
71,0.259,0.495785154019477,0.4968564,1.0,0.4999053301801022,0.4954892,1.0,0.4999053301801022,0.49486473
72,0.359,0.4947339091918932,0.49624324,1.0,0.4950488947590273,0.49545544,1.0,0.4950488947590273,0.4950205
73,0.343,0.4947339091918932,0.49743176,1.0,0.4950488947590273,0.49520952,1.0,0.4950488947590273,0.4950205
74,0.564,0.495785154019477,0.49609172,1.0,0.4999053301801022,0.4952288,1.0,0.4999053301801022,0.49586606
75,0.65,0.495785154019477,0.49656463,1.0,0.4999053301801022,0.49498832,1.0,0.4999053301801022,0.495477
76,0.251,0.495785154019477,0.49756974,1.0,0.4999053301801022,0.49527395,1.0,0.4999053301801022,0.49586606
77,0.369,0.495785154019477,0.49622786,1.0,0.4999053301801022,0.49501756,1.0,0.4999053301801022,0.49586606
78,0.615,0.495785154019477,0.49653697,1.0,0.4999053301801022,0.49538743,1.0,0.4999053301801022,0.49586606
79,0.326,0.495785154019477,0.4954156,1.0,0.4999053301801022,0.4948069,1.0,0.4999053301801022,0.49471205
80,0.447,0.4936826643643094,0.4962954,1.0,0.4901924593379524,0.49549437,1.0,0.4901924593379524,0.49471205
81,0.307,0.4936826643643094,0.49547714,1.0,0.4901924593379524,0.49466735,1.0,0.4901924593379524,0.49471205
82,0.291,0.495785154019477,0.49745038,1.0,0.4999053301801022,0.4953081,1.0,0.4999053301801022,0.49471205
83,0.498,0.495785154019477,0.4972574,1.0,0.4999053301801022,0.49514803,1.0,0.4999053301801022,0.49586606
84,0.488,0.495785154019477,0.49673423,1.0,0.4999053301801022,0.49535564,1.0,0.4999053301801022,0.49586606
85,0.653,0.4936826643643094,0.4962998,0.99,0.4901924593379524,0.4952553,1.0,0.4901924593379524,0.495477
86,0.343,0.495785154019477,0.49637014,1.0,0.4999053301801022,0.4953134,1.0,0.4999053301801022,0.49549544
87,0.64,0.495785154019477,0.49610412,1.0,0.4999053301801022,0.49509424,1.0,0.4999053301801022,0.4950205
88,0.421,0.4936826643643094,0.4963057,1.0,0.4901924593379524,0.49538743,1.0,0.4901924593379524,0.4950205
89,0.606,0.4936826643643094,0.49636576,1.0,0.4901924593379524,0.4957416,1.0,0.4901924593379524,0.49471205
90,0.395,0.495785154019477,0.49645936,0.985,0.4999053301801022,0.49477857,0.995,0.4999053301801022,0.49490663
91,0.716,0.495785154019477,0.49682215,1.0,0.4999053301801022,0.49555188,1.0,0.4999053301801022,0.49568075
92,0.622,0.4947339091918932,0.49601907,1.0,0.4950488947590273,0.4949312,1.0,0.4950488947590273,0.495477
93,0.333,0.495785154019477,0.49701133,1.0,0.4999053301801022,0.49532282,1.0,0.4999053301801022,0.495477
94,0.459,0.495785154019477,0.49687582,1.0,0.4999053301801022,0.49531126,1.0,0.4999053301801022,0.495477
95,0.36,0.495785154019477,0.4969771,1.0,0.4999053301801022,0.4955495,1.0,0.4999053301801022,0.49586606
96,0.308,0.495785154019477,0.4959963,1.0,0.4999053301801022,0.49529073,1.0,0.4999053301801022,0.49471205
97,0.737,0.495785154019477,0.4966694,1.0,0.4999053301801022,0.4957323,1.0,0.4999053301801022,0.495477
98,0.734,0.495785154019477,0.49740273,1.0,0.4999053301801022,0.4951219,1.0,0.4999053301801022,0.49586606
99,0.622,0.4947339091918932,0.4962789,1.0,0.4950488947590273,0.49499783,1.0,0.4950488947590273,0.49471205
100,0.718,0.4936826643643094,0.49757248,0.995,0.4901924593379524,0.49545544,0.99,0.4901924593379524,0.495477
