User_Id,Original_Reputation,Predicted_TPOT_Raw,Predicted_FLAML_Raw,Feedback_Loop_Supervised,Processed_TPOT_Supervised,Processed_FLAML_Supervised,Feedback_Loop_Unsupervised,Processed_TPOT_Unsupervised,Processed_FLAML_Unsupervised
1,0.618,0.5065937058894308,0.50421524,0.99,0.5067256,0.5080808814695564,0.6100000000000004,0.5068321,0.5075925172087594
2,0.504,0.5065937058883327,0.5040377,0.945,0.50661564,0.5080808814695564,0.5140000000000003,0.5066762,0.5075925172087594
3,0.381,0.5065937058886222,0.5038336,0.6380000000000006,0.506533,0.5080808814695564,0.5490000000000004,0.5066408,0.5075925172087594
4,0.295,0.5065937058885721,0.5011246,0.5220000000000004,0.5066397,0.5080808814695564,0.4730000000000003,0.5066857,0.5075925172087594
5,0.311,0.5065937058886734,0.5035742,1.0,0.506539,0.5080808814695564,0.5720000000000004,0.5066322,0.5075925172087594
6,0.614,0.506593705888603,0.5044042,1.0,0.50670934,0.5080808814695564,0.5430000000000004,0.5067857,0.5075925172087594
7,0.319,0.5065937058889516,0.5036003,0.981,0.5066037,0.5080808814695564,0.4790000000000003,0.506673,0.5075925172087594
8,0.325,0.5065937058883803,0.5044303,0.9650000000000007,0.5066907,0.5080808814695564,0.4730000000000003,0.5067886,0.5075925172087594
9,0.377,0.5065937058887784,0.5036003,0.99,0.5066833,0.5080808814695564,0.5240000000000004,0.50675917,0.5075925172087594
10,0.719,0.5065937058891072,0.5040377,0.974,0.5066983,0.5080808814695564,0.5120000000000003,0.506804,0.5075925172087594
11,0.539,0.5065937058890755,0.5035742,1.0,0.50666,0.5080808814695564,0.5190000000000003,0.5066798,0.5075925172087594
12,0.251,0.5065937058891268,0.5035835,1.0,0.50662243,0.5080808814695564,0.5520000000000004,0.5066544,0.5075925172087594
13,0.657,0.5065937058893091,0.5031385,0.924,0.50667745,0.5080808814695564,0.5260000000000004,0.50671387,0.5075925172087594
14,0.549,0.5065937058885767,0.5035835,1.0,0.5066066,0.5080808814695564,0.5790000000000004,0.5066754,0.5075925172087594
15,0.585,0.5065937058885975,0.5035919,0.7400000000000005,0.50662136,0.5080808814695564,0.5010000000000003,0.50665903,0.5075925172087594
16,0.438,0.5065937058886006,0.5032077,0.6550000000000005,0.5065676,0.5080808814695564,0.4780000000000003,0.50660694,0.5075925172087594
17,0.383,0.5065937058884771,0.5032077,0.5720000000000004,0.5066048,0.5080808814695564,0.4230000000000002,0.5067096,0.5075925172087594
18,0.271,0.5065937058885503,0.503293,1.0,0.50659525,0.5080808814695564,0.5380000000000004,0.5066469,0.5075925172087594
19,0.384,0.5065937058891232,0.5036003,0.985,0.5067755,0.5080808814695564,0.5030000000000003,0.506862,0.5075925172087594
20,0.686,0.5065937058895387,0.5043266,0.995,0.5067224,0.5080808814695564,0.5430000000000004,0.50680614,0.5075925172087594
21,0.64,0.5065937058890984,0.5036003,0.7849999999999998,0.50668854,0.5080808814695564,0.5440000000000004,0.5068103,0.5075925172087594
22,0.712,0.5065937058892906,0.5036003,0.982,0.50663054,0.5080808814695564,0.5510000000000004,0.50667155,0.5075925172087594
23,0.669,0.5065937058895384,0.5040377,0.942,0.5068123,0.5080808814695564,0.5270000000000004,0.5068638,0.5075925172087594
24,0.7,0.5065937058888028,0.5036003,0.955,0.5066924,0.5080808814695564,0.5200000000000004,0.506741,0.5075925172087594
25,0.627,0.5065937058884777,0.5032077,0.8949999999999999,0.5065966,0.5080808814695564,0.4830000000000003,0.50666547,0.5075925172087594
26,0.642,0.5065937058896428,0.5040377,0.8329999999999999,0.50659096,0.5080808814695564,0.4840000000000003,0.50666904,0.5075925172087594
27,0.319,0.5065937058888601,0.5035835,0.955,0.50667673,0.5080808814695564,0.5510000000000004,0.50671446,0.5075925172087594
28,0.561,0.5065937058884636,0.5035835,1.0,0.5066303,0.5080808814695564,0.5050000000000003,0.5067017,0.5075925172087594
29,0.309,0.5065937058886014,0.5035835,0.965,0.5066289,0.5080808814695564,0.5130000000000003,0.5066573,0.5075925172087594
30,0.577,0.5065937058887386,0.5036003,0.7620000000000006,0.50667584,0.5080808814695564,0.4460000000000003,0.50675714,0.5075925172087594
31,0.72,0.5065937058884153,0.5036003,1.0,0.5066775,0.5080808814695564,0.6010000000000004,0.50672996,0.5075925172087594
32,0.694,0.5065937058889984,0.5040377,1.0,0.50675267,0.5080808814695564,0.5980000000000004,0.5068369,0.5075925172087594
33,0.486,0.5065937058887132,0.5035742,0.921,0.5066446,0.5080808814695564,0.5740000000000004,0.5066874,0.5075925172087594
34,0.401,0.5065937058890253,0.5035919,0.8910000000000007,0.5065894,0.5080808814695564,0.5910000000000004,0.5066726,0.5075925172087594
35,0.379,0.5065937058883903,0.5092832,0.973,0.5065602,0.5080808814695564,0.5290000000000004,0.5065923,0.5075925172087594
36,0.394,0.5065937058887067,0.5036003,0.6190000000000004,0.50678146,0.5080808814695564,0.5370000000000004,0.50682676,0.5075925172087594
37,0.528,0.506593705888853,0.5044042,0.989,0.5066905,0.5080808814695564,0.5090000000000003,0.50677073,0.5075925172087594
38,0.448,0.5065937058888114,0.5032801,0.952,0.5066397,0.5080808814695564,0.4630000000000003,0.50666404,0.5075925172087594
39,0.685,0.5065937058889601,0.50421524,0.984,0.5066364,0.5080808814695564,0.5420000000000004,0.5066867,0.5075925172087594
40,0.498,0.5065937058885729,0.5043266,1.0,0.5066149,0.5080808814695564,0.5320000000000004,0.50670785,0.5075925172087594
41,0.251,0.5065937058887671,0.5040377,0.97,0.50663245,0.5080808814695564,0.5910000000000004,0.5067146,0.5075925172087594
42,0.577,0.506593705888785,0.5036003,0.7770000000000006,0.5066842,0.5080808814695564,0.4830000000000003,0.5067472,0.5075925172087594
43,0.255,0.506593705888593,0.5035742,0.7390000000000005,0.50664485,0.5080808814695564,0.4760000000000003,0.5067364,0.5075925172087594
44,0.332,0.5065937058888145,0.5036003,1.0,0.5066427,0.5080808814695564,0.5330000000000004,0.5067063,0.5075925172087594
45,0.446,0.5065937058886091,0.50357884,0.7769999999999998,0.5065689,0.5080808814695564,0.5470000000000004,0.50668645,0.5075925172087594
46,0.621,0.5065937058894332,0.5035835,0.995,0.50668657,0.5080808814695564,0.5260000000000004,0.5067254,0.5075925172087594
47,0.636,0.5065937058886361,0.50338686,0.943,0.50662255,0.5080808814695564,0.5580000000000004,0.50668836,0.5075925172087594
48,0.611,0.5065937058884749,0.5035835,0.5420000000000004,0.50661296,0.5080808814695564,0.5570000000000004,0.5066812,0.5075925172087594
49,0.483,0.5065937058885621,0.5040377,0.9070000000000008,0.5066184,0.5080808814695564,0.5180000000000003,0.50674593,0.5075925172087594
50,0.477,0.5065937058885636,0.50421524,0.925,0.5067117,0.5080808814695564,0.5130000000000003,0.50676906,0.5075925172087594
51,0.708,0.5065937058887826,0.5044042,0.6869999999999997,0.5066985,0.5080808814695564,0.4970000000000003,0.5068347,0.5075925172087594
52,0.399,0.5065937058891365,0.5036003,0.975,0.50671935,0.5080808814695564,0.5430000000000004,0.50676656,0.5075925172087594
53,0.364,0.5065937058883911,0.5040377,0.8400000000000006,0.50670755,0.5080808814695564,0.5800000000000004,0.506769,0.5075925172087594
54,0.508,0.5065937058885699,0.5038336,0.962,0.5065991,0.5080808814695564,0.4920000000000003,0.50665927,0.5075925172087594
55,0.489,0.506593705888541,0.5033045,0.9020000000000008,0.5066068,0.5080808814695564,0.5160000000000003,0.50666213,0.5075925172087594
56,0.419,0.506593705888859,0.5036003,0.964,0.506551,0.5080808814695564,0.5790000000000004,0.50667644,0.5075925172087594
57,0.733,0.5065937058890213,0.5036003,0.95,0.50663596,0.5080808814695564,0.5900000000000004,0.50670326,0.5075925172087594
58,0.669,0.5065937058890189,0.5035835,1.0,0.50665724,0.5080808814695564,0.5520000000000004,0.50670433,0.5075925172087594
59,0.696,0.5065937058885727,0.5036003,0.919,0.5067259,0.5080808814695564,0.5900000000000004,0.5069041,0.5075925172087594
60,0.602,0.5065937058884746,0.5036003,0.917,0.5067823,0.5080808814695564,0.5270000000000004,0.506816,0.5075925172087594
61,0.261,0.5065937058883256,0.5036003,0.913,0.5066348,0.5080808814695564,0.4760000000000003,0.5066587,0.5075925172087594
62,0.346,0.5065937058884943,0.5041264,1.0,0.5065553,0.5080808814695564,0.5980000000000004,0.506697,0.5075925172087594
63,0.408,0.5065937058883827,0.50361466,0.967,0.50658005,0.5080808814695564,0.5060000000000003,0.5066608,0.5075925172087594
64,0.257,0.5065937058887302,0.50338686,0.8010000000000006,0.5065603,0.5080808814695564,0.5020000000000003,0.5066477,0.5075925172087594
65,0.578,0.5065937058897307,0.5035742,0.98,0.5066038,0.5080808814695564,0.4720000000000003,0.5066587,0.5075925172087594
66,0.325,0.5065937058884828,0.5040377,0.96,0.5067349,0.5080808814695564,0.5020000000000003,0.50684035,0.5075925172087594
67,0.557,0.5065937058885828,0.5036003,1.0,0.50663984,0.5080808814695564,0.5130000000000003,0.50665987,0.5075925172087594
68,0.736,0.5065937058888329,0.5036003,1.0,0.5067189,0.5080808814695564,0.5640000000000004,0.50674415,0.5075925172087594
69,0.289,0.5065937058886797,0.5035835,1.0,0.5066451,0.5080808814695564,0.5080000000000003,0.50674295,0.5075925172087594
70,0.359,0.5065937058884107,0.50361466,0.914,0.50667906,0.5080808814695564,0.5600000000000004,0.5067562,0.5075925172087594
71,0.431,0.5065937058884828,0.5036003,1.0,0.50665456,0.5080808814695564,0.5320000000000004,0.50675285,0.5075925172087594
72,0.697,0.5065937058887697,0.5035742,0.985,0.5066777,0.5080808814695564,0.5690000000000004,0.50674105,0.5075925172087594
73,0.676,0.5065937058884766,0.50437665,0.8300000000000006,0.50671417,0.5080808814695564,0.5840000000000004,0.5068431,0.5075925172087594
74,0.6,0.5065937058884975,0.5035742,0.6500000000000005,0.50653756,0.5080808814695564,0.5610000000000004,0.506629,0.5075925172087594
