User_Id,Final_Reputation
User_01,0.99
User_02,0.945
User_03,0.6380000000000006
User_04,0.5220000000000004
User_05,1.0
User_06,1.0
User_07,0.981
User_08,0.9650000000000007
User_09,0.99
User_10,0.974
User_100,1.0
User_11,1.0
User_12,1.0
User_13,0.9239999999999999
User_14,1.0
User_15,0.7400000000000005
User_16,0.6550000000000005
User_17,0.5720000000000004
User_18,1.0
User_19,0.985
User_20,0.995
User_21,0.7849999999999998
User_22,0.982
User_23,0.942
User_24,0.955
User_25,0.8949999999999999
User_26,0.8329999999999999
User_27,0.955
User_28,1.0
User_29,0.965
User_30,0.7620000000000006
User_31,1.0
User_32,1.0
User_33,0.9209999999999999
User_34,0.8910000000000007
User_35,0.973
User_36,0.6190000000000004
User_37,0.989
User_38,0.952
User_39,0.984
User_40,1.0
User_41,0.97
User_42,0.7770000000000006
User_43,0.7390000000000005
User_44,1.0
User_45,0.7769999999999998
User_46,0.995
User_47,0.943
User_48,0.5420000000000004
User_49,0.9070000000000007
User_50,0.9249999999999999
User_51,0.6869999999999997
User_52,0.975
User_53,0.8400000000000006
User_54,0.962
User_55,0.9020000000000007
User_56,0.964
User_57,0.95
User_58,1.0
User_59,0.9189999999999999
User_60,0.9169999999999999
User_61,0.9129999999999999
User_62,1.0
User_63,0.967
User_64,0.8010000000000006
User_65,0.98
User_66,0.96
User_67,1.0
User_68,1.0
User_69,1.0
User_70,0.9139999999999999
User_71,1.0
User_72,0.985
User_73,0.8300000000000006
User_74,0.6500000000000005
User_75,0.985
User_76,1.0
User_77,0.951
User_78,0.974
User_79,0.9039999999999999
User_80,0.8000000000000006
User_81,0.968
User_82,0.9359999999999999
User_83,0.8629999999999999
User_84,0.975
User_85,0.8999999999999999
User_86,0.7960000000000006
User_87,1.0
User_88,0.995
User_89,0.8959999999999999
User_90,0.968
User_91,0.7990000000000006
User_92,0.9329999999999999
User_93,0.9110000000000007
User_94,0.994
User_95,0.976
User_96,0.97
User_97,0.999
User_98,1.0
User_99,0.8999999999999999
