User_Id,Timestamp,User_Reputation,User_Experience,User_Activity,University_Area,Violation_Type,Road_Type,Road_Accident,Speed_Limit,Internet_Connection,Internet_Signal_Strength,Battery_Percentage,Accelerometer_Range,Accelerometer_Resolution,Latitude,Longitude,True_Class
User_37,2025-01-01 02:07:14,0.306,0.2764,Walking,Zep,Speeding,4way,0.0,10,3G,-84,81.0,-1.0,0.028,40.27965760760355,21.75328208315305,Unintentional
User_28,2025-01-01 04:34:24,0.348,0.3103,Running,Zep,Speeding,2way,4.0,60,WiFi,-82,58.0,-5.0,0.035,40.27983547513539,21.753891158926848,Unintentional
User_57,2025-01-01 06:16:47,0.372,0.1122,Walking,Zep,Driving_Under_Influence,1way,1.0,Lane_Discards,5G,-95,20.0,-23.0,0.0027499311125422,40.279419595526115,21.753855159651664,Unintentional
User_73,2025-01-01 10:53:21,0.325,0.1907,Walking,Zep,Driving_Under_Influence,2way,4.0,Lane_Discards,3G,-98,22.0,-12.0,0.044,40.2799143532752,21.75428778638647,Unintentional
User_09,2025-01-01 13:08:42,0.307,0.3868,Running,Ligeris,Reckless_Driving,2way,0.0,30,4G,-112,23.0,20.0,0.0045019324827605,40.30544296792949,21.805440402201462,Unintentional
User_14,2025-01-01 17:54:12,0.393,0.2084,Walking,Ligeris,Driving_Under_Influence,2way,0.0,60,WiFi,-79,51.0,-5.0,0.022,40.30496887066605,21.807453753923024,Unintentional
User_28,2025-01-01 20:44:22,0.348,0.3113,Walking,Ligeris,Driving_Under_Influence,1way,1.0,60,4G,-88,28.0,-14.0,0.024,40.306230115631266,21.806570964426783,Unintentional
User_80,2025-01-01 23:07:23,0.704,0.1617,Driving,Zep,Driving_Under_Influence,4way,0.0,50,4G,-118,72.0,0.0,0.026,40.27891111182369,21.752822811493107,Unintentional
User_96,2025-01-01 23:53:51,0.261,0.2591,Driving,Ligeris,Driving_Under_Influence,4way,1.0,30,3G,-82,83.0,-21.0,0.0057270435040705,40.30675150189219,21.806216756928112,Unintentional
User_57,2025-01-02 01:31:55,0.372,0.1142,Walking,Zep,Reckless_Driving,4way,1.0,110,WiFi,-86,95.0,-2.0,0.024,40.278857702332346,21.751190238989256,Unintentional
User_73,2025-01-02 04:24:33,0.325,0.1927,Walking,Ligeris,Driving_Under_Influence,1way,1.0,70,4G,-97,66.0,24.0,0.0019823649997798,40.30572360998433,21.80709392124395,Unintentional
User_86,2025-01-02 07:06:42,0.469,0.0041,Walking,Zep,Reckless_Driving,2way,0.0,90,3G,-86,99.0,-12.0,0.029,40.279674032979315,21.753543846353825,Unintentional
User_53,2025-01-02 11:00:29,0.313,0.1016,Driving,Ligeris,Reckless_Driving,2way,0.0,30,3G,-96,76.0,-25.0,0.0095612938847609,40.3050733306487,21.807389365844298,Unintentional
User_62,2025-01-02 12:02:20,0.366,0.1112,Running,Zep,Reckless_Driving,2way,0.0,40,5G,-70,68.0,-6.0,0.032,40.2779261836122,21.753978739568527,Unintentional
