User_Id,Timestamp,User_Reputation,User_Experience,User_Activity,University_Area,Violation_Type,Road_Type,Road_Accident,Speed_Limit,Internet_Connection,Internet_Signal_Strength,Battery_Percentage,Accelerometer_Range,Accelerometer_Resolution,Latitude,Longitude,True_Class
User_99,2025-01-01 03:47:09,0.618,0.2073,Driving,Koila,Driving_Under_Influence,5way,1.0,20,5G,-86,2.0,0.0,0.0084207965149171,40.30622692377462,21.79126760433868,Intentional
User_91,2025-01-01 05:23:59,0.409,0.0692,Swimming,Ligeris,Speeding,1way,1.0,40,WiFi,-76,57.0,-8.0,0.0037036649592156,40.30622692377462,21.808999370509696,Intentional
User_87,2025-01-01 07:48:20,0.508,0.1466,Running,Spinari,Speeding,2way,2.0,90,4G,-98,71.0,4.0,0.0030841461170004,40.30589727435644,21.80659906234434,Intentional
User_67,2025-01-01 07:51:39,0.557,0.1826,Walking,Spinari,Driving_Under_Influence,2way,1.0,30,4G,-89,48.0,1.0,0.0028734862772298,37.136932,21.754391006798176,Intentional
User_59,2025-01-01 08:49:36,0.696,0.5725,Walking,Center,Driving_Under_Influence,2way,1.0,70,3G,Ethernet,66.0,25.0,0.0018155168374983,40.279701847327686,21.75320967671885,Intentional
User_51,2025-01-01 10:05:29,0.708,0.3479,Running,Zep,Speeding,5way,0.0,20,WiFi,-68,81.0,9.0,0.0075611127836914,40.28079423711096,21.753735944493645,Intentional
User_04,2025-01-01 11:04:02,0.295,0.0619,Swimming,Zep,Speeding,1way,0.0,40,4G,-90,45.0,3.0,0.0057271729697465,40.27980393319942,21.75357758513679,Intentional
User_89,2025-01-01 14:51:09,0.508,0.3083,Walking,Center,Reckless_Driving,1way,0.0,90,WiFi,Satellite,34.0,5.0,0.0090954278362637,40.32140487075067,21.79180785945215,Intentional
User_75,2025-01-01 16:49:25,0.544,0.3434,Swimming,Zep,Speeding,2way,2.0,70,3G,-95,35.0,-10.0,0.0057271729697465,40.30622692377462,21.75332821404565,Intentional
User_46,2025-01-01 18:06:43,0.508,0.5725,Swimming,Ligeris,Speeding,4way,0.0,30,3G,-96,19.0,0.0,0.0074775386535567,40.30701095034694,21.80770543386199,Intentional
User_11,2025-01-01 20:58:17,0.539,0.1756,Flying,Koila,Reckless_Driving,1way,0.0,60,5G,-87,82.0,0.0,0.0055409377545525,40.32231034139429,21.791234978627003,Intentional
User_45,2025-01-01 21:45:38,0.446,0.0585,Walking,Center,Reckless_Driving,4way,1.0,30,3G,-93,49.0,16.0,0.0014150754966418,40.32174971459856,22.98971,Intentional
User_41,2025-01-01 22:55:17,0.251,0.2625,Driving,Zep,Speeding,6way,0.0,80,4G,-109,1.0,4.0,0.005483560009159,40.30622692377462,21.753561366320945,Intentional
User_49,2025-01-01 23:22:49,0.483,0.108,Swimming,Koila,Speeding,4way,1.0,30,5G,-103,10.0,11.0,0.0089519447272354,40.32073740422351,21.791258825989416,Intentional
User_08,2025-01-01 23:50:14,0.325,0.5725,Walking,Center,Speeding,2way,2.0,50,112,-90,40.0,-13.0,0.0019621930482922,40.30694159071411,21.791258825989416,Intentional
User_03,2025-01-02 00:21:28,0.381,0.1945,Walking,Spinari,Speeding,2way,1.0,20,3G,Ethernet,19.0,-8.0,0.0039090514565186,40.305105203549,21.806482035225823,Intentional
