User_Id,Predicted_Final_Reputation
User_01,0.49524873
User_02,0.495477
User_03,0.49471205
User_04,0.49586606
User_05,0.49471205
User_06,0.495477
User_07,0.49586606
User_08,0.49549544
User_09,0.49471205
User_10,0.49586606
User_100,0.495477
User_11,0.495477
User_12,0.49549544
User_13,0.4955126
User_14,0.49471205
User_15,0.49586606
User_16,0.495477
User_17,0.4950205
User_18,0.49586606
User_19,0.4950205
User_20,0.49549544
User_21,0.495477
User_22,0.49471205
User_23,0.49471205
User_24,0.49512678
User_25,0.4940362
User_26,0.49586606
User_27,0.49471205
User_28,0.49586606
User_29,0.4950205
User_30,0.495477
User_31,0.4950205
User_32,0.495477
User_33,0.49586606
User_34,0.495477
User_35,0.492509
User_36,0.49586606
User_37,0.49586606
User_38,0.49488568
User_39,0.49549544
User_40,0.49471205
User_41,0.4948192
User_42,0.4950205
User_43,0.49471205
User_44,0.49471205
User_45,0.49471205
User_46,0.495477
User_47,0.49471205
User_48,0.49586606
User_49,0.49586606
User_50,0.49471205
User_51,0.49471205
User_52,0.49549544
User_53,0.49586606
User_54,0.4950205
User_55,0.49486473
User_56,0.49471205
User_57,0.4950205
User_58,0.495477
User_59,0.4948485
User_60,0.495477
User_61,0.495477
User_62,0.49509454
User_63,0.4955126
User_64,0.49586606
User_65,0.49586606
User_66,0.495477
User_67,0.49549544
User_68,0.49586606
User_69,0.4939035
User_70,0.495477
User_71,0.49486473
User_72,0.4950205
User_73,0.4950205
User_74,0.49586606
User_75,0.495477
User_76,0.49586606
User_77,0.49586606
User_78,0.49586606
User_79,0.49471205
User_80,0.49471205
User_81,0.49471205
User_82,0.49471205
User_83,0.49586606
User_84,0.49586606
User_85,0.495477
User_86,0.49549544
User_87,0.4950205
User_88,0.4950205
User_89,0.49471205
User_90,0.49490663
User_91,0.49568075
User_92,0.495477
User_93,0.495477
User_94,0.495477
User_95,0.49586606
User_96,0.49471205
User_97,0.495477
User_98,0.49586606
User_99,0.49471205
