User_Id,Predicted_Final_Reputation
User_01,0.4680315
User_02,0.4680315
User_03,0.4680315
User_04,0.4680315
User_05,0.4680315
User_06,0.4680315
User_07,0.4680315
User_08,0.4680315
User_09,0.4680315
User_10,0.4680315
User_100,0.4680315
User_11,0.4680315
User_12,0.4680315
User_13,0.4680315
User_14,0.4680315
User_15,0.4680315
User_16,0.4680315
User_17,0.4680315
User_18,0.4680315
User_19,0.4680315
User_20,0.4680315
User_21,0.4680315
User_22,0.4680315
User_23,0.4680315
User_24,0.4680315
User_25,0.4680315
User_26,0.4680315
User_27,0.4680315
User_28,0.4680315
User_29,0.4680315
User_30,0.4680315
User_31,0.4680315
User_32,0.4680315
User_33,0.4680315
User_34,0.4680315
User_35,0.4680315
User_36,0.4680315
User_37,0.4680315
User_38,0.4680315
User_39,0.4680315
User_40,0.4680315
User_41,0.4680315
User_42,0.4680315
User_43,0.4680315
User_44,0.4680315
User_45,0.4680315
User_46,0.4680315
User_47,0.4680315
User_48,0.4680315
User_49,0.4680315
User_50,0.4680315
User_51,0.4680315
User_52,0.4680315
User_53,0.4680315
User_54,0.4680315
User_55,0.4680315
User_56,0.4680315
User_57,0.4680315
User_58,0.4680315
User_59,0.4680315
User_60,0.4680315
User_61,0.4680315
User_62,0.4680315
User_63,0.4680315
User_64,0.4680315
User_65,0.4680315
User_66,0.4680315
User_67,0.4680315
User_68,0.4680315
User_69,0.4680315
User_70,0.4680315
User_71,0.4680315
User_72,0.4680315
User_73,0.4680315
User_74,0.4680315
User_75,0.4680315
User_76,0.4680315
User_77,0.4680315
User_78,0.4680315
User_79,0.4680315
User_80,0.4680315
User_81,0.4680315
User_82,0.4680315
User_83,0.4680315
User_84,0.4680315
User_85,0.4680315
User_86,0.4680315
User_87,0.4680315
User_88,0.4680315
User_89,0.4680315
User_90,0.4680315
User_91,0.4680315
User_92,0.4680315
User_93,0.4680315
User_94,0.4680315
User_95,0.4680315
User_96,0.4680315
User_97,0.4680315
User_98,0.4680315
User_99,0.4680315
